given,query,expected_answer,model_answer,is_correct,reason
Lauren Compton is right of Lauren Stamile.,Where is Lauren Compton?,right of Lauren Stamile,Right of Lauren Stamile.,True
Andrew Wilson is underneath Joan Taylor.,Where is Andrew Wilson?,underneath Joan Taylor,Underneath Joan Taylor.,True
Matthew Vaughn is on top of Alyson Reed.,Where is Matthew Vaughn?,on top of Alyson Reed,On top of Alyson Reed.,True
Kelly Sullivan is behind Steve Zahn.,Where is Kelly Sullivan?,behind Steve Zahn,Behind Steve Zahn.,True
Samuel West is below Michael Jeter.,Where is Samuel West?,below Michael Jeter,Below Michael Jeter.,True
Leon is in front of Johnny Crawford.,Where is Leon?,in front of Johnny Crawford,In front of Johnny Crawford.,True
Inbar Lavi is left of Jared Leto.,Where is Inbar Lavi?,left of Jared Leto,Left of Jared Leto.,True
Isabelle Cornish is behind Megan Cavanagh.,Where is Isabelle Cornish?,behind Megan Cavanagh,Behind Megan Cavanagh.,True
Kelly Rowan is behind Shemar Moore.,Where is Kelly Rowan?,behind Shemar Moore,Behind Shemar Moore.,True
John Hoogenakker is left of Mark McKinney.,Where is John Hoogenakker?,left of Mark McKinney,Left of Mark McKinney.,True
Jeffrey Donovan is left of Brock Ciarlelli.,Where is Jeffrey Donovan?,left of Brock Ciarlelli,Left of Brock Ciarlelli.,True
Rihanna is underneath Kris Murrell.,Where is Rihanna?,underneath Kris Murrell,Underneath Kris Murrell.,True
Maria Menounos is above Jake Lloyd.,Where is Maria Menounos?,above Jake Lloyd,Above Jake Lloyd.,True
Robert Englund is underneath Kasia Smutniak.,Where is Robert Englund?,underneath Kasia Smutniak,Underneath Kasia Smutniak.,True
Walt Disney is in front of Sydney Park.,Where is Walt Disney?,in front of Sydney Park,In front of Sydney Park.,True
Isla Fisher is above Priscilla Barnes.,Where is Isla Fisher?,above Priscilla Barnes,Above Priscilla Barnes.,True
Linda Lavin is left of Bellamy Young.,Where is Linda Lavin?,left of Bellamy Young,Left of Bellamy Young.,True
Elizabeth Berrington is right of Gillian Anderson.,Where is Elizabeth Berrington?,right of Gillian Anderson,Right of Gillian Anderson.,True
Diane Keaton is behind Rodger Corser.,Where is Diane Keaton?,behind Rodger Corser,Behind Rodger Corser.,True
Jean Seberg is above Akiva Goldsman.,Where is Jean Seberg?,above Akiva Goldsman,Above Akiva Goldsman.,True
Jane Horrocks is underneath Brenda Benet.,Where is Jane Horrocks?,underneath Brenda Benet,Underneath Brenda Benet.,True
Amanda Peterson is behind Julia Schlaepfer.,Where is Amanda Peterson?,behind Julia Schlaepfer,Behind Julia Schlaepfer.,True
Phil Davis is in front of Carmen Electra.,Where is Phil Davis?,in front of Carmen Electra,In front of Carmen Electra.,True
Ving Rhames is on top of Lara Silva.,Where is Ving Rhames?,on top of Lara Silva,On top of Lara Silva.,True
Chris Young is underneath Rachel Melvin.,Where is Chris Young?,underneath Rachel Melvin,Underneath Rachel Melvin.,True
Can Yaman is right of Synnøve Macody Lund.,Where is Can Yaman?,right of Synnøve Macody Lund,Right of Synnøve Macody Lund.,True
Alex Hirsch is on top of Marny Kennedy.,Where is Alex Hirsch?,on top of Marny Kennedy,On top of Marny Kennedy.,True
Tammy Lauren is in front of Lisa Waltz.,Where is Tammy Lauren?,in front of Lisa Waltz,In front of Lisa Waltz.,True
Edward Asner is below David O. Russell.,Where is Edward Asner?,below David O. Russell,Below David O. Russell.,True
Amanda Blake is on top of Melissa Sagemiller.,Where is Amanda Blake?,on top of Melissa Sagemiller,On top of Melissa Sagemiller.,True
Elsa Martinelli is left of Heather Graham.,Where is Elsa Martinelli?,left of Heather Graham,Left of Heather Graham.,True
Saundra Santiago is above Hugo Weaving.,Where is Saundra Santiago?,above Hugo Weaving,Above Hugo Weaving.,True
Jackie Joseph is underneath Jay Duplass.,Where is Jackie Joseph?,underneath Jay Duplass,Underneath Jay Duplass.,True
Warren Kole is left of Tom Cavanagh.,Where is Warren Kole?,left of Tom Cavanagh,Left of Tom Cavanagh.,True
Joey Lauren Adams is in front of Harriet Dyer.,Where is Joey Lauren Adams?,in front of Harriet Dyer,In front of Harriet Dyer.,True
Rob Corddry is in front of Susan Lucci.,Where is Rob Corddry?,in front of Susan Lucci,In front of Susan Lucci.,True
Lou Diamond Phillips is below Martha MacIsaac.,Where is Lou Diamond Phillips?,below Martha MacIsaac,Below Martha MacIsaac.,True
Norman Reedus is behind Zane Holtz.,Where is Norman Reedus?,behind Zane Holtz,Behind Zane Holtz.,True
Virginia Madsen is in front of Terry Chen.,Where is Virginia Madsen?,in front of Terry Chen,In front of Terry Chen.,True
Ellen Greene is left of Stacy Keibler.,Where is Ellen Greene?,left of Stacy Keibler,Left of Stacy Keibler.,True
Susan Oliver is underneath Dean McDermott.,Where is Susan Oliver?,underneath Dean McDermott,Underneath Dean McDermott.,True
Tyler Hoechlin is behind Nadiuska.,Where is Tyler Hoechlin?,behind Nadiuska,Behind Nadiuska.,True
Method Man is left of Erin Moran.,Where is Method Man?,left of Erin Moran,Left of Erin Moran.,True
Thandiwe Newton is on top of Anthony Starke.,Where is Thandiwe Newton?,on top of Anthony Starke,On top of Anthony Starke.,True
Neil Gaiman is right of David E. Kelley.,Where is Neil Gaiman?,right of David E. Kelley,Right of David E. Kelley.,True
Ethan Cutkosky is in front of Jessie Ennis.,Where is Ethan Cutkosky?,in front of Jessie Ennis,In front of Jessie Ennis.,True
Ricky Nelson is in front of Samantha Isler.,Where is Ricky Nelson?,in front of Samantha Isler,In front of Samantha Isler.,True
Marin Ireland is right of Michele Lee.,Where is Marin Ireland?,right of Michele Lee,Right of Michele Lee.,True
Tammy Grimes is underneath Tracy Pollan.,Where is Tammy Grimes?,underneath Tracy Pollan,Underneath Tracy Pollan.,True
Johnny Knoxville is behind Dennis Weaver.,Where is Johnny Knoxville?,behind Dennis Weaver,Behind Dennis Weaver.,True
Jack Coleman is left of James Duval.,Where is Jack Coleman?,left of James Duval,Left of James Duval.,True
Anna Chancellor is in front of Zoey Merchant.,Where is Anna Chancellor?,in front of Zoey Merchant,In front of Zoey Merchant.,True
Meredith Monroe is behind Danny McBride.,Where is Meredith Monroe?,behind Danny McBride,Behind Danny McBride.,True
Willie Garson is above Dennis Farina.,Where is Willie Garson?,above Dennis Farina,Above Dennis Farina.,True
Apollonia Kotero is underneath Vanessa Lachey.,Where is Apollonia Kotero?,underneath Vanessa Lachey,Underneath Vanessa Lachey.,True
Dolph Lundgren is on top of Sacha Baron Cohen.,Where is Dolph Lundgren?,on top of Sacha Baron Cohen,On top of Sacha Baron Cohen.,True
Django Chan-Reeves is left of Joe Penny.,Where is Django Chan-Reeves?,left of Joe Penny,Left of Joe Penny.,True
Alison Oliver is behind Robert Montgomery.,Where is Alison Oliver?,behind Robert Montgomery,Behind Robert Montgomery.,True
Alisha Wainwright is behind Joyce Bulifant.,Where is Alisha Wainwright?,behind Joyce Bulifant,Behind Joyce Bulifant.,True
Darlene Vogel is in front of John Griffin.,Where is Darlene Vogel?,in front of John Griffin,In front of John Griffin.,True
Michael McShane is right of Dominique Thorne.,Where is Michael McShane?,right of Dominique Thorne,Right of Dominique Thorne.,True
Aimee Lou Wood is in front of Barbara Bel Geddes.,Where is Aimee Lou Wood?,in front of Barbara Bel Geddes,In front of Barbara Bel Geddes.,True
Bridget Regan is right of Tyler James Williams.,Where is Bridget Regan?,right of Tyler James Williams,Right of Tyler James Williams.,True
Zach Braff is in front of Adèle Exarchopoulos.,Where is Zach Braff?,in front of Adèle Exarchopoulos,In front of Adèle Exarchopoulos.,True
Amy Irving is underneath Colton Ryan.,Where is Amy Irving?,underneath Colton Ryan,Underneath Colton Ryan.,True
Gavin Munn is behind Iain Glen.,Where is Gavin Munn?,behind Iain Glen,Behind Iain Glen.,True
Nida Manzoor is on top of Daniel Moncada.,Where is Nida Manzoor?,on top of Daniel Moncada,On top of Daniel Moncada.,True
Matt McCoy is behind Kevin McHale.,Where is Matt McCoy?,behind Kevin McHale,Behind Kevin McHale.,True
Derek Webster is underneath Bridgit Mendler.,Where is Derek Webster?,underneath Bridgit Mendler,Underneath Bridgit Mendler.,True
Charlotte Spencer is underneath Masiela Lusha.,Where is Charlotte Spencer?,underneath Masiela Lusha,Underneath Masiela Lusha.,True
Thomas Lennon is underneath Chow Yun-Fat.,Where is Thomas Lennon?,underneath Chow Yun-Fat,Underneath Chow Yun-Fat.,True
Donnie Wahlberg is behind Max Greenfield.,Where is Donnie Wahlberg?,behind Max Greenfield,Behind Max Greenfield.,True
Maria Bakalova is right of Adeel Akhtar.,Where is Maria Bakalova?,right of Adeel Akhtar,Right of Adeel Akhtar.,True
Garrett Hedlund is left of Rekha Sharma.,Where is Garrett Hedlund?,left of Rekha Sharma,Left of Rekha Sharma.,True
Fede Alvarez is in front of Walter Matthau.,Where is Fede Alvarez?,in front of Walter Matthau,In front of Walter Matthau.,True
Juliet Prowse is right of Barkhad Abdi.,Where is Juliet Prowse?,right of Barkhad Abdi,Right of Barkhad Abdi.,True
Erinn Bartlett is underneath Jennifer Jones.,Where is Erinn Bartlett?,underneath Jennifer Jones,Underneath Jennifer Jones.,True
Ornella Muti is left of Mark Addy.,Where is Ornella Muti?,left of Mark Addy,Left of Mark Addy.,True
Joey Lauren Adams is right of Hayley Orrantia.,Where is Joey Lauren Adams?,right of Hayley Orrantia,Right of Hayley Orrantia.,True
Kadeem Hardison is behind Patrick Brammall.,Where is Kadeem Hardison?,behind Patrick Brammall,Behind Patrick Brammall.,True
Jerry Orbach is below Christian Camargo.,Where is Jerry Orbach?,below Christian Camargo,Below Christian Camargo.,True
Kathryn Morris is in front of Alex Williams.,Where is Kathryn Morris?,in front of Alex Williams,In front of Alex Williams.,True
Elle Graham is right of Nestor Serrano.,Where is Elle Graham?,right of Nestor Serrano,Right of Nestor Serrano.,True
Vera Farmiga is left of Debra Jo Rupp.,Where is Vera Farmiga?,left of Debra Jo Rupp,Left of Debra Jo Rupp.,True
Fred Gwynne is in front of Claire Holt.,Where is Fred Gwynne?,in front of Claire Holt,In front of Claire Holt.,True
Barbara Bouchet is above Casey Sander.,Where is Barbara Bouchet?,above Casey Sander,Above Casey Sander.,True
Madison Davenport is left of Juel Taylor.,Where is Madison Davenport?,left of Juel Taylor,Left of Juel Taylor.,True
Jeremy Irvine is above Rosemarie DeWitt.,Where is Jeremy Irvine?,above Rosemarie DeWitt,Above Rosemarie DeWitt.,True
Jessica Reynolds is underneath Michael Zegen.,Where is Jessica Reynolds?,underneath Michael Zegen,Underneath Michael Zegen.,True
David Lyons is above Diane Farr.,Where is David Lyons?,above Diane Farr,Above Diane Farr.,True
Sian Clifford is on top of Sarah Butler.,Where is Sian Clifford?,on top of Sarah Butler,On top of Sarah Butler.,True
Pasha D. Lychnikoff is in front of Camille Cottin.,Where is Pasha D. Lychnikoff?,in front of Camille Cottin,In front of Camille Cottin.,True
Robert Loggia is right of Dan Schneider.,Where is Robert Loggia?,right of Dan Schneider,Right of Dan Schneider.,True
Susan Dey is left of Rachael Bella.,Where is Susan Dey?,left of Rachael Bella,Left of Rachael Bella.,True
Wentworth Miller is on top of Juliette Lewis.,Where is Wentworth Miller?,on top of Juliette Lewis,On top of Juliette Lewis.,True
Gong Yoo is underneath Tom Waits.,Where is Gong Yoo?,underneath Tom Waits,Underneath Tom Waits.,True
Alexis Denisof is left of Fisher Stevens.,Where is Alexis Denisof?,left of Fisher Stevens,Left of Fisher Stevens.,True
Joel Coen is on top of Ava Kai Hauser.,Where is Joel Coen?,on top of Ava Kai Hauser,On top of Ava Kai Hauser.,True
John Larroquette is above Andrea Parker.,Where is John Larroquette?,above Andrea Parker,Above Andrea Parker.,True
John Hannah is right of Scott Evans.,Where is John Hannah?,right of Scott Evans,Right of Scott Evans.,True
Calli Taylor is left of James MacArthur.,Where is Calli Taylor?,left of James MacArthur,Left of James MacArthur.,True
Romy Rosemont is in front of Sheridan Smith.,Where is Romy Rosemont?,in front of Sheridan Smith,In front of Sheridan Smith.,True
Jim Belushi is left of Libe Barer.,Where is Jim Belushi?,left of Libe Barer,Left of Libe Barer.,True
Maureen McCormick is in front of Abigail Thaw.,Where is Maureen McCormick?,in front of Abigail Thaw,In front of Abigail Thaw.,True
Rob Estes is behind Susan Hayward.,Where is Rob Estes?,behind Susan Hayward,Behind Susan Hayward.,True
Susan Blommaert is right of Skylar Gaertner.,Where is Susan Blommaert?,right of Skylar Gaertner,Right of Skylar Gaertner.,True
Larry Hagman is underneath Aidan Gillen.,Where is Larry Hagman?,underneath Aidan Gillen,Underneath Aidan Gillen.,True
Isabela Merced is behind Christopher Mintz-Plasse.,Where is Isabela Merced?,behind Christopher Mintz-Plasse,Behind Christopher Mintz-Plasse.,True
Noah Galvin is on top of Himesh Patel.,Where is Noah Galvin?,on top of Himesh Patel,On top of Himesh Patel.,True
Cobie Smulders is behind Jenny Wright.,Where is Cobie Smulders?,behind Jenny Wright,Behind Jenny Wright.,True
Katharine McPhee is below Jill Hennessy.,Where is Katharine McPhee?,below Jill Hennessy,Below Jill Hennessy.,True
Mickey Jones is in front of Hart Bochner.,Where is Mickey Jones?,in front of Hart Bochner,In front of Hart Bochner.,True
Michael Massee is below Anthony Michael Hall.,Where is Michael Massee?,below Anthony Michael Hall,Below Anthony Michael Hall.,True
Sobhita Dhulipala is right of Phoebe Fox.,Where is Sobhita Dhulipala?,right of Phoebe Fox,Right of Phoebe Fox.,True
Peter Cambor is above Kajol.,Where is Peter Cambor?,above Kajol,Above Kajol.,True
Aimee Teegarden is left of Rick Famuyiwa.,Where is Aimee Teegarden?,left of Rick Famuyiwa,Left of Rick Famuyiwa.,True
Jacob Gibson is in front of Robert Costanzo.,Where is Jacob Gibson?,in front of Robert Costanzo,In front of Robert Costanzo.,True
Jay Roach is underneath Mike Batayeh.,Where is Jay Roach?,underneath Mike Batayeh,Underneath Mike Batayeh.,True
Rosamund Pike is in front of Jake Busey.,Where is Rosamund Pike?,in front of Jake Busey,In front of Jake Busey.,True
Chelah Horsdal is on top of Jonathan Taylor Thomas.,Where is Chelah Horsdal?,on top of Jonathan Taylor Thomas,On top of Jonathan Taylor Thomas.,True
David Iacono is behind Gigi Rice.,Where is David Iacono?,behind Gigi Rice,Behind Gigi Rice.,True
Danielle C. Ryan is behind Joshua John Miller.,Where is Danielle C. Ryan?,behind Joshua John Miller,Behind Joshua John Miller.,True
Charles Ruggles is right of Brandon Call.,Where is Charles Ruggles?,right of Brandon Call,Right of Brandon Call.,True
Park Seo-joon is behind Ken Curtis.,Where is Park Seo-joon?,behind Ken Curtis,Behind Ken Curtis.,True
Sasha Roiz is above Linda Kozlowski.,Where is Sasha Roiz?,above Linda Kozlowski,Above Linda Kozlowski.,True
Charlize Theron is above J.T. Walsh.,Where is Charlize Theron?,above J.T. Walsh,Above J.T. Walsh.,True
Mark McKinney is in front of Céline Dion.,Where is Mark McKinney?,in front of Céline Dion,In front of Céline Dion.,True
Dwight Yoakam is above Peter Macon.,Where is Dwight Yoakam?,above Peter Macon,Above Peter Macon.,True
Priscilla Barnes is left of Kevin Nash.,Where is Priscilla Barnes?,left of Kevin Nash,Left of Kevin Nash.,True
Denzel Washington is below Lola Tung.,Where is Denzel Washington?,below Lola Tung,Below Lola Tung.,True
Adèle Exarchopoulos is in front of Andrew Gower.,Where is Adèle Exarchopoulos?,in front of Andrew Gower,In front of Andrew Gower.,True
Kristine Froseth is in front of Julia Davis.,Where is Kristine Froseth?,in front of Julia Davis,In front of Julia Davis.,True
Leigh Taylor-Young is underneath Olivia DeJonge.,Where is Leigh Taylor-Young?,underneath Olivia DeJonge,Underneath Olivia DeJonge.,True
Rainer Andreesen is right of Eugenio Derbez.,Where is Rainer Andreesen?,right of Eugenio Derbez,Right of Eugenio Derbez.,True
Danila Kozlovskiy is underneath Dabney Coleman.,Where is Danila Kozlovskiy?,underneath Dabney Coleman,Underneath Dabney Coleman.,True
Helen Hayes is below Catherine Hicks.,Where is Helen Hayes?,below Catherine Hicks,Below Catherine Hicks.,True
George Miller is behind Larry David.,Where is George Miller?,behind Larry David,Behind Larry David.,True
Bob Morley is on top of Elizabeth Hurley.,Where is Bob Morley?,on top of Elizabeth Hurley,On top of Elizabeth Hurley.,True
Atticus Shaffer is left of Jenette Goldstein.,Where is Atticus Shaffer?,left of Jenette Goldstein,Left of Jenette Goldstein.,True
Alexandra Roach is right of Faran Tahir.,Where is Alexandra Roach?,right of Faran Tahir,Right of Faran Tahir.,True
Ric Roman Waugh is underneath Jonathan Banks.,Where is Ric Roman Waugh?,underneath Jonathan Banks,Underneath Jonathan Banks.,True
Ajay Devgn is above Elizabeth Yu.,Where is Ajay Devgn?,above Elizabeth Yu,Above Elizabeth Yu.,True
Mhairi Calvey is in front of Danny Strong.,Where is Mhairi Calvey?,in front of Danny Strong,In front of Danny Strong.,True
Jacki Weaver is behind Annabel Scholey.,Where is Jacki Weaver?,behind Annabel Scholey,Behind Annabel Scholey.,True
Natascha McElhone is on top of Michael Shanks.,Where is Natascha McElhone?,on top of Michael Shanks,On top of Michael Shanks.,True
Phyllis Smith is above Charles Fleischer.,Where is Phyllis Smith?,above Charles Fleischer,Above Charles Fleischer.,True
Joe Piscopo is left of August Diehl.,Where is Joe Piscopo?,left of August Diehl,Left of August Diehl.,True
Sarah Butler is above Kevin Connolly.,Where is Sarah Butler?,above Kevin Connolly,Above Kevin Connolly.,True
Kerri Green is above Malin Akerman.,Where is Kerri Green?,above Malin Akerman,Above Malin Akerman.,True
Danna Paola is on top of Susie Abromeit.,Where is Danna Paola?,on top of Susie Abromeit,On top of Susie Abromeit.,True
G.W. Bailey is above Joseph Fiennes.,Where is G.W. Bailey?,above Joseph Fiennes,Above Joseph Fiennes.,True
Katy Wix is underneath Lynda Carter.,Where is Katy Wix?,underneath Lynda Carter,Underneath Lynda Carter.,True
Jamie Hector is behind Brianna Brown.,Where is Jamie Hector?,behind Brianna Brown,Behind Brianna Brown.,True
William R. Moses is above Tom Felton.,Where is William R. Moses?,above Tom Felton,Above Tom Felton.,True
Catherine O'Hara is underneath Henry Rollins.,Where is Catherine O'Hara?,underneath Henry Rollins,Underneath Henry Rollins.,True
Adam Brody is left of Krista Kalmus.,Where is Adam Brody?,left of Krista Kalmus,Left of Krista Kalmus.,True
Nicole Beharie is right of Van Johnson.,Where is Nicole Beharie?,right of Van Johnson,Right of Van Johnson.,True
Vincent Pastore is underneath Chris Sarandon.,Where is Vincent Pastore?,underneath Chris Sarandon,Underneath Chris Sarandon.,True
Michael Biehn is below Jessie Ennis.,Where is Michael Biehn?,below Jessie Ennis,Below Jessie Ennis.,True
Charlie Kaufman is in front of Art Parkinson.,Where is Charlie Kaufman?,in front of Art Parkinson,In front of Art Parkinson.,True
Sacha Baron Cohen is above Charlie Sheen.,Where is Sacha Baron Cohen?,above Charlie Sheen,Above Charlie Sheen.,True
Nina Foch is below Taylor Hackford.,Where is Nina Foch?,below Taylor Hackford,Below Taylor Hackford.,True
Hafþór Júlíus Björnsson is below Peter Boyle.,Where is Hafþór Júlíus Björnsson?,below Peter Boyle,Below Peter Boyle.,True
Alexis Floyd is above Caroline Faber.,Where is Alexis Floyd?,above Caroline Faber,Above Caroline Faber.,True
Freddie Highmore is left of Lotte Verbeek.,Where is Freddie Highmore?,left of Lotte Verbeek,Left of Lotte Verbeek.,True
Stana Katic is left of Brenda Fricker.,Where is Stana Katic?,left of Brenda Fricker,Left of Brenda Fricker.,True
Gates McFadden is right of Edward Fox.,Where is Gates McFadden?,right of Edward Fox,Right of Edward Fox.,True
Ian Alexander is in front of Zoe McLellan.,Where is Ian Alexander?,in front of Zoe McLellan,In front of Zoe McLellan.,True
Beth Broderick is behind Jackie Swanson.,Where is Beth Broderick?,behind Jackie Swanson,Behind Jackie Swanson.,True
Eleanor Worthington-Cox is underneath Ciarán Hinds.,Where is Eleanor Worthington-Cox?,underneath Ciarán Hinds,Underneath Ciarán Hinds.,True
Halina Reijn is on top of Georgina Reilly.,Where is Halina Reijn?,on top of Georgina Reilly,On top of Georgina Reilly.,True
Wentworth Miller is above Paul Thomas Anderson.,Where is Wentworth Miller?,above Paul Thomas Anderson,Above Paul Thomas Anderson.,True
Kelley Jakle is underneath Matt Dillon.,Where is Kelley Jakle?,underneath Matt Dillon,Underneath Matt Dillon.,True
Hanna Hall is left of Madeline Smith.,Where is Hanna Hall?,left of Madeline Smith,Left of Madeline Smith.,True
Bethany C. Meyers is in front of Marita Geraghty.,Where is Bethany C. Meyers?,in front of Marita Geraghty,In front of Marita Geraghty.,True
Keith Gordon is left of Peter Billingsley.,Where is Keith Gordon?,left of Peter Billingsley,Left of Peter Billingsley.,True
Jorja Fox is left of Cameron Diaz.,Where is Jorja Fox?,left of Cameron Diaz,Left of Cameron Diaz.,True
Joanne Froggatt is on top of Meadow Walker.,Where is Joanne Froggatt?,on top of Meadow Walker,On top of Meadow Walker.,True
Vincent Van Patten is above Denis Ménochet.,Where is Vincent Van Patten?,above Denis Ménochet,Above Denis Ménochet.,True
Renée Zellweger is on top of Jerry Lewis.,Where is Renée Zellweger?,on top of Jerry Lewis,On top of Jerry Lewis.,True
Matt Barr is left of Jennifer Ehle.,Where is Matt Barr?,left of Jennifer Ehle,Left of Jennifer Ehle.,True
Alisan Porter is in front of Patty Guggenheim.,Where is Alisan Porter?,in front of Patty Guggenheim,In front of Patty Guggenheim.,True
Marina Squerciati is on top of Jimmy Bennett.,Where is Marina Squerciati?,on top of Jimmy Bennett,On top of Jimmy Bennett.,True
Terry Notary is above Robert Lansing.,Where is Terry Notary?,above Robert Lansing,Above Robert Lansing.,True
Dar Salim is above Ahsen Eroglu.,Where is Dar Salim?,above Ahsen Eroglu,Above Ahsen Eroglu.,True
Lyliana Wray is below Mandy Moore.,Where is Lyliana Wray?,below Mandy Moore,Below Mandy Moore.,True
Tori Kelly is in front of Alexander Ludwig.,Where is Tori Kelly?,in front of Alexander Ludwig,In front of Alexander Ludwig.,True
Spencer Tracy is behind Sanjeev Bhaskar.,Where is Spencer Tracy?,behind Sanjeev Bhaskar,Behind Sanjeev Bhaskar.,True
Cécile de France is underneath Matilda Anna Ingrid Lutz.,Where is Cécile de France?,underneath Matilda Anna Ingrid Lutz,Underneath Matilda Anna Ingrid Lutz.,True
Larenz Tate is in front of Lyna Khoudri.,Where is Larenz Tate?,in front of Lyna Khoudri,In front of Lyna Khoudri.,True
Rong Fu is underneath Ivana Baquero.,Where is Rong Fu?,underneath Ivana Baquero,Underneath Ivana Baquero.,True
Rainn Wilson is left of John Lithgow.,Where is Rainn Wilson?,left of John Lithgow,Left of John Lithgow.,True
Ellen Burstyn is left of Gabriel Damon.,Where is Ellen Burstyn?,left of Gabriel Damon,Left of Gabriel Damon.,True
Michael Graziadei is below Emily Beecham.,Where is Michael Graziadei?,below Emily Beecham,Below Emily Beecham.,True
Bryce Papenbrook is right of Trine Dyrholm.,Where is Bryce Papenbrook?,right of Trine Dyrholm,Right of Trine Dyrholm.,True
Scott McCord is left of Cree.,Where is Scott McCord?,left of Cree,Left of Cree.,True
Martin Ferrero is on top of Virginia Mayo.,Where is Martin Ferrero?,on top of Virginia Mayo,On top of Virginia Mayo.,True
Richard Harrington is right of Brigitte Kingsley.,Where is Richard Harrington?,right of Brigitte Kingsley,Right of Brigitte Kingsley.,True
Zosia Mamet is below Jack Palance.,Where is Zosia Mamet?,below Jack Palance,Below Jack Palance.,True
Glenn Shadix is underneath Madlyn Rhue.,Where is Glenn Shadix?,underneath Madlyn Rhue,Underneath Madlyn Rhue.,True
Ben Stiller is right of Bert Kreischer.,Where is Ben Stiller?,right of Bert Kreischer,Right of Bert Kreischer.,True
Elisabeth Hower is right of Charlie Weber.,Where is Elisabeth Hower?,right of Charlie Weber,Right of Charlie Weber.,True
Claudia Black is below Marisa Tomei.,Where is Claudia Black?,below Marisa Tomei,Below Marisa Tomei.,True
Ine Marie Wilmann is in front of Dan O'Herlihy.,Where is Ine Marie Wilmann?,in front of Dan O'Herlihy,In front of Dan O'Herlihy.,True
Michael DeLuise is left of Alimi Ballard.,Where is Michael DeLuise?,left of Alimi Ballard,Left of Alimi Ballard.,True
Rodney Dangerfield is on top of Madison Davenport.,Where is Rodney Dangerfield?,on top of Madison Davenport,On top of Madison Davenport.,True
Josh Hopkins is in front of Morgan Lily.,Where is Josh Hopkins?,in front of Morgan Lily,In front of Morgan Lily.,True
Yannick Bisson is underneath Stephen McHattie.,Where is Yannick Bisson?,underneath Stephen McHattie,Underneath Stephen McHattie.,True
Maitreyi Ramakrishnan is in front of Cara Gee.,Where is Maitreyi Ramakrishnan?,in front of Cara Gee,In front of Cara Gee.,True
Sally Struthers is behind Tony Goldwyn.,Where is Sally Struthers?,behind Tony Goldwyn,Behind Tony Goldwyn.,True
Robert Altman is below Luke Perry.,Where is Robert Altman?,below Luke Perry,Below Luke Perry.,True
Ricardo Montalban is right of Jennifer Grant.,Where is Ricardo Montalban?,right of Jennifer Grant,Right of Jennifer Grant.,True
Mini Anden is behind Rupert Evans.,Where is Mini Anden?,behind Rupert Evans,Behind Rupert Evans.,True
Matthew Rhys is below Emma Ferreira.,Where is Matthew Rhys?,below Emma Ferreira,Below Emma Ferreira.,True
Hermione Norris is in front of Rory Kinnear.,Where is Hermione Norris?,in front of Rory Kinnear,In front of Rory Kinnear.,True
Song Kang-ho is in front of Helen Shaver.,Where is Song Kang-ho?,in front of Helen Shaver,In front of Helen Shaver.,True
Eric Petersen is on top of Mark Gatiss.,Where is Eric Petersen?,on top of Mark Gatiss,On top of Mark Gatiss.,True
Alexandra Wentworth is on top of Natalie Krill.,Where is Alexandra Wentworth?,on top of Natalie Krill,On top of Natalie Krill.,True
Sandra Dee is above Jamie McShane.,Where is Sandra Dee?,above Jamie McShane,Above Jamie McShane.,True
Brigitte Kingsley is right of Taylour Paige.,Where is Brigitte Kingsley?,right of Taylour Paige,Right of Taylour Paige.,True
Mason Alexander Park is underneath Jeremy Irons.,Where is Mason Alexander Park?,underneath Jeremy Irons,Underneath Jeremy Irons.,True
Jemima Rooper is behind Emily Swallow.,Where is Jemima Rooper?,behind Emily Swallow,Behind Emily Swallow.,True
Nicholas Braun is right of Samantha Mathis.,Where is Nicholas Braun?,right of Samantha Mathis,Right of Samantha Mathis.,True
Molly Ephraim is right of Malcolm McDowell.,Where is Molly Ephraim?,right of Malcolm McDowell,Right of Malcolm McDowell.,True
Dennis Quaid is right of Erika Eleniak.,Where is Dennis Quaid?,right of Erika Eleniak,Right of Erika Eleniak.,True
Amanda Walsh is above Jaime Bergman.,Where is Amanda Walsh?,above Jaime Bergman,Above Jaime Bergman.,True
MacKenzie Porter is above Sam Anderson.,Where is MacKenzie Porter?,above Sam Anderson,Above Sam Anderson.,True
Tommy Flanagan is right of Keegan Allen.,Where is Tommy Flanagan?,right of Keegan Allen,Right of Keegan Allen.,True
Becki Newton is above Paul Freeman.,Where is Becki Newton?,above Paul Freeman,Above Paul Freeman.,True
Charles Rocket is in front of Rachael Taylor.,Where is Charles Rocket?,in front of Rachael Taylor,In front of Rachael Taylor.,True
Debra Jo Rupp is below Charlie McDermott.,Where is Debra Jo Rupp?,below Charlie McDermott,Below Charlie McDermott.,True
Sam Taylor-Johnson is behind Gilles Marini.,Where is Sam Taylor-Johnson?,behind Gilles Marini,Behind Gilles Marini.,True
Pam Dawber is in front of Alexandra Wentworth.,Where is Pam Dawber?,in front of Alexandra Wentworth,In front of Alexandra Wentworth.,True
Fran Drescher is behind Kip Pardue.,Where is Fran Drescher?,behind Kip Pardue,Behind Kip Pardue.,True
Fariba Sheikhan is underneath Andy Dick.,Where is Fariba Sheikhan?,underneath Andy Dick,Underneath Andy Dick.,True
Hope Lange is right of Sarah Lancashire.,Where is Hope Lange?,right of Sarah Lancashire,Hope Lange is right of Sarah Lancashire.,True
