given,query,expected_answer,model_answer,is_correct,reason
Felix Mallard is left of Rhea Perlman.,Where is Rhea Perlman?,right of Felix Mallard,Rhea Perlman is right of Felix Mallard.,True
Chris Young is left of Tadanobu Asano.,Where is Tadanobu Asano?,right of Chris Young,Tadanobu Asano is right of Chris Young.,True
Shannon Purser is below Brooke Bundy.,Where is Brooke Bundy?,above Shannon Purser,Above Shannon Purser.,True
Ben Starr is behind Anne Meara.,Where is Anne Meara?,in front of Ben Starr,In front of Ben Starr.,True
Genesis Rodriguez is above Mary McDonnell.,Where is Mary McDonnell?,below Genesis Rodriguez,Mary McDonnell is below Genesis Rodriguez.,True
Lisa LoCicero is right of Mrunal Thakur.,Where is Mrunal Thakur?,left of Lisa LoCicero,Mrunal Thakur is left of Lisa LoCicero.,True
Floriana Lima is right of Tracy Spiridakos.,Where is Tracy Spiridakos?,left of Floriana Lima,Tracy Spiridakos is to the left of Floriana Lima.,True
Lauren Compton is right of Lauren Stamile.,Where is Lauren Stamile?,left of Lauren Compton,Left of Lauren Compton.,True
Andrew Wilson is underneath Joan Taylor.,Where is Joan Taylor?,on top of Andrew Wilson,Above Andrew Wilson.,False
Matthew Vaughn is on top of Alyson Reed.,Where is Alyson Reed?,underneath Matthew Vaughn,Underneath Matthew Vaughn.,True
Kelly Sullivan is behind Steve Zahn.,Where is Steve Zahn?,in front of Kelly Sullivan,In front of Kelly Sullivan.,True
Samuel West is below Michael Jeter.,Where is Michael Jeter?,above Samuel West,Above Samuel West.,True
Leon is in front of Johnny Crawford.,Where is Johnny Crawford?,behind Leon,Behind Leon.,True
Inbar Lavi is left of Jared Leto.,Where is Jared Leto?,right of Inbar Lavi,Right of Inbar Lavi.,True
Isabelle Cornish is behind Megan Cavanagh.,Where is Megan Cavanagh?,in front of Isabelle Cornish,In front of Isabelle Cornish.,True
Kelly Rowan is behind Shemar Moore.,Where is Shemar Moore?,in front of Kelly Rowan,In front of Kelly Rowan.,True
John Hoogenakker is left of Mark McKinney.,Where is Mark McKinney?,right of John Hoogenakker,Mark McKinney is right of John Hoogenakker.,True
Jeffrey Donovan is left of Brock Ciarlelli.,Where is Brock Ciarlelli?,right of Jeffrey Donovan,Brock Ciarlelli is right of Jeffrey Donovan.,True
Rihanna is underneath Kris Murrell.,Where is Kris Murrell?,on top of Rihanna,On top of Rihanna.,True
Maria Menounos is above Jake Lloyd.,Where is Jake Lloyd?,below Maria Menounos,Underneath Maria Menounos.,False
Robert Englund is underneath Kasia Smutniak.,Where is Kasia Smutniak?,on top of Robert Englund,On top of Robert Englund.,True
Walt Disney is in front of Sydney Park.,Where is Sydney Park?,behind Walt Disney,Behind Walt Disney.,True
Isla Fisher is above Priscilla Barnes.,Where is Priscilla Barnes?,below Isla Fisher,Underneath Isla Fisher.,False
Linda Lavin is left of Bellamy Young.,Where is Bellamy Young?,right of Linda Lavin,Bellamy Young is right of Linda Lavin.,True
Elizabeth Berrington is right of Gillian Anderson.,Where is Gillian Anderson?,left of Elizabeth Berrington,Left of Elizabeth Berrington.,True
Diane Keaton is behind Rodger Corser.,Where is Rodger Corser?,in front of Diane Keaton,In front of Diane Keaton.,True
Jean Seberg is above Akiva Goldsman.,Where is Akiva Goldsman?,below Jean Seberg,Underneath Jean Seberg.,False
Jane Horrocks is underneath Brenda Benet.,Where is Brenda Benet?,on top of Jane Horrocks,On top of Jane Horrocks.,True
Amanda Peterson is behind Julia Schlaepfer.,Where is Julia Schlaepfer?,in front of Amanda Peterson,In front of Amanda Peterson.,True
Phil Davis is in front of Carmen Electra.,Where is Carmen Electra?,behind Phil Davis,Behind Phil Davis.,True
Ving Rhames is on top of Lara Silva.,Where is Lara Silva?,underneath Ving Rhames,Underneath Ving Rhames.,True
Chris Young is underneath Rachel Melvin.,Where is Rachel Melvin?,on top of Chris Young,On top of Chris Young.,True
Can Yaman is right of Synnøve Macody Lund.,Where is Synnøve Macody Lund?,left of Can Yaman,Synnøve Macody Lund is left of Can Yaman.,True
Alex Hirsch is on top of Marny Kennedy.,Where is Marny Kennedy?,underneath Alex Hirsch,Underneath Alex Hirsch.,True
Tammy Lauren is in front of Lisa Waltz.,Where is Lisa Waltz?,behind Tammy Lauren,Behind Tammy Lauren.,True
Edward Asner is below David O. Russell.,Where is David O. Russell?,above Edward Asner,Above Edward Asner.,True
Amanda Blake is on top of Melissa Sagemiller.,Where is Melissa Sagemiller?,underneath Amanda Blake,Underneath Amanda Blake.,True
Elsa Martinelli is left of Heather Graham.,Where is Heather Graham?,right of Elsa Martinelli,Heather Graham is right of Elsa Martinelli.,True
Saundra Santiago is above Hugo Weaving.,Where is Hugo Weaving?,below Saundra Santiago,Below Saundra Santiago.,True
Jackie Joseph is underneath Jay Duplass.,Where is Jay Duplass?,on top of Jackie Joseph,On top of Jackie Joseph.,True
Warren Kole is left of Tom Cavanagh.,Where is Tom Cavanagh?,right of Warren Kole,Tom Cavanagh is right of Warren Kole.,True
Joey Lauren Adams is in front of Harriet Dyer.,Where is Harriet Dyer?,behind Joey Lauren Adams,Behind Joey Lauren Adams.,True
Rob Corddry is in front of Susan Lucci.,Where is Susan Lucci?,behind Rob Corddry,Behind Rob Corddry.,True
Lou Diamond Phillips is below Martha MacIsaac.,Where is Martha MacIsaac?,above Lou Diamond Phillips,Above Lou Diamond Phillips.,True
Norman Reedus is behind Zane Holtz.,Where is Zane Holtz?,in front of Norman Reedus,In front of Norman Reedus.,True
Virginia Madsen is in front of Terry Chen.,Where is Terry Chen?,behind Virginia Madsen,Behind Virginia Madsen.,True
Ellen Greene is left of Stacy Keibler.,Where is Stacy Keibler?,right of Ellen Greene,To the right of Ellen Greene.,True
Susan Oliver is underneath Dean McDermott.,Where is Dean McDermott?,on top of Susan Oliver,On top of Susan Oliver.,True
Tyler Hoechlin is behind Nadiuska.,Where is Nadiuska?,in front of Tyler Hoechlin,In front of Tyler Hoechlin.,True
Method Man is left of Erin Moran.,Where is Erin Moran?,right of Method Man,Erin Moran is right of Method Man.,True
Thandiwe Newton is on top of Anthony Starke.,Where is Anthony Starke?,underneath Thandiwe Newton,Underneath Thandiwe Newton.,True
Neil Gaiman is right of David E. Kelley.,Where is David E. Kelley?,left of Neil Gaiman,Left of Neil Gaiman.,True
Ethan Cutkosky is in front of Jessie Ennis.,Where is Jessie Ennis?,behind Ethan Cutkosky,Behind Ethan Cutkosky.,True
Ricky Nelson is in front of Samantha Isler.,Where is Samantha Isler?,behind Ricky Nelson,Behind Ricky Nelson.,True
Marin Ireland is right of Michele Lee.,Where is Michele Lee?,left of Marin Ireland,Left of Marin Ireland.,True
Tammy Grimes is underneath Tracy Pollan.,Where is Tracy Pollan?,on top of Tammy Grimes,On top of Tammy Grimes.,True
Johnny Knoxville is behind Dennis Weaver.,Where is Dennis Weaver?,in front of Johnny Knoxville,In front of Johnny Knoxville.,True
Jack Coleman is left of James Duval.,Where is James Duval?,right of Jack Coleman,James Duval is right of Jack Coleman.,True
Anna Chancellor is in front of Zoey Merchant.,Where is Zoey Merchant?,behind Anna Chancellor,Behind Anna Chancellor.,True
Meredith Monroe is behind Danny McBride.,Where is Danny McBride?,in front of Meredith Monroe,In front of Meredith Monroe.,True
Willie Garson is above Dennis Farina.,Where is Dennis Farina?,below Willie Garson,Underneath Willie Garson.,False
Apollonia Kotero is underneath Vanessa Lachey.,Where is Vanessa Lachey?,on top of Apollonia Kotero,On top of Apollonia Kotero.,True
Dolph Lundgren is on top of Sacha Baron Cohen.,Where is Sacha Baron Cohen?,underneath Dolph Lundgren,Underneath Dolph Lundgren.,True
Django Chan-Reeves is left of Joe Penny.,Where is Joe Penny?,right of Django Chan-Reeves,Joe Penny is right of Django Chan-Reeves.,True
Alison Oliver is behind Robert Montgomery.,Where is Robert Montgomery?,in front of Alison Oliver,In front of Alison Oliver.,True
Alisha Wainwright is behind Joyce Bulifant.,Where is Joyce Bulifant?,in front of Alisha Wainwright,In front of Alisha Wainwright.,True
Darlene Vogel is in front of John Griffin.,Where is John Griffin?,behind Darlene Vogel,Behind Darlene Vogel.,True
Michael McShane is right of Dominique Thorne.,Where is Dominique Thorne?,left of Michael McShane,Left of Michael McShane.,True
Aimee Lou Wood is in front of Barbara Bel Geddes.,Where is Barbara Bel Geddes?,behind Aimee Lou Wood,Behind Aimee Lou Wood.,True
Bridget Regan is right of Tyler James Williams.,Where is Tyler James Williams?,left of Bridget Regan,Left of Bridget Regan.,True
Zach Braff is in front of Adèle Exarchopoulos.,Where is Adèle Exarchopoulos?,behind Zach Braff,Behind Zach Braff.,True
Amy Irving is underneath Colton Ryan.,Where is Colton Ryan?,on top of Amy Irving,Above Amy Irving.,False
Gavin Munn is behind Iain Glen.,Where is Iain Glen?,in front of Gavin Munn,In front of Gavin Munn.,True
Nida Manzoor is on top of Daniel Moncada.,Where is Daniel Moncada?,underneath Nida Manzoor,Underneath Nida Manzoor.,True
Matt McCoy is behind Kevin McHale.,Where is Kevin McHale?,in front of Matt McCoy,In front of Matt McCoy.,True
Derek Webster is underneath Bridgit Mendler.,Where is Bridgit Mendler?,on top of Derek Webster,On top of Derek Webster.,True
Charlotte Spencer is underneath Masiela Lusha.,Where is Masiela Lusha?,on top of Charlotte Spencer,On top of Charlotte Spencer.,True
Thomas Lennon is underneath Chow Yun-Fat.,Where is Chow Yun-Fat?,on top of Thomas Lennon,On top of Thomas Lennon.,True
Donnie Wahlberg is behind Max Greenfield.,Where is Max Greenfield?,in front of Donnie Wahlberg,In front of Donnie Wahlberg.,True
Maria Bakalova is right of Adeel Akhtar.,Where is Adeel Akhtar?,left of Maria Bakalova,Adeel Akhtar is left of Maria Bakalova.,True
Garrett Hedlund is left of Rekha Sharma.,Where is Rekha Sharma?,right of Garrett Hedlund,Rekha Sharma is right of Garrett Hedlund.,True
Fede Alvarez is in front of Walter Matthau.,Where is Walter Matthau?,behind Fede Alvarez,Behind Fede Alvarez.,True
Juliet Prowse is right of Barkhad Abdi.,Where is Barkhad Abdi?,left of Juliet Prowse,Left of Juliet Prowse.,True
Erinn Bartlett is underneath Jennifer Jones.,Where is Jennifer Jones?,on top of Erinn Bartlett,On top of Erinn Bartlett.,True
Ornella Muti is left of Mark Addy.,Where is Mark Addy?,right of Ornella Muti,Right of Ornella Muti.,True
Joey Lauren Adams is right of Hayley Orrantia.,Where is Hayley Orrantia?,left of Joey Lauren Adams,Hayley Orrantia is left of Joey Lauren Adams.,True
Kadeem Hardison is behind Patrick Brammall.,Where is Patrick Brammall?,in front of Kadeem Hardison,In front of Kadeem Hardison.,True
Jerry Orbach is below Christian Camargo.,Where is Christian Camargo?,above Jerry Orbach,Above Jerry Orbach.,True
Kathryn Morris is in front of Alex Williams.,Where is Alex Williams?,behind Kathryn Morris,Behind Kathryn Morris.,True
Elle Graham is right of Nestor Serrano.,Where is Nestor Serrano?,left of Elle Graham,Left of Elle Graham.,True
Vera Farmiga is left of Debra Jo Rupp.,Where is Debra Jo Rupp?,right of Vera Farmiga,Debra Jo Rupp is right of Vera Farmiga.,True
Fred Gwynne is in front of Claire Holt.,Where is Claire Holt?,behind Fred Gwynne,Behind Fred Gwynne.,True
Barbara Bouchet is above Casey Sander.,Where is Casey Sander?,below Barbara Bouchet,Below Barbara Bouchet.,True
Madison Davenport is left of Juel Taylor.,Where is Juel Taylor?,right of Madison Davenport,Juel Taylor is right of Madison Davenport.,True
Jeremy Irvine is above Rosemarie DeWitt.,Where is Rosemarie DeWitt?,below Jeremy Irvine,Underneath Jeremy Irvine.,False
Jessica Reynolds is underneath Michael Zegen.,Where is Michael Zegen?,on top of Jessica Reynolds,On top of Jessica Reynolds.,True
David Lyons is above Diane Farr.,Where is Diane Farr?,below David Lyons,Underneath David Lyons.,False
Sian Clifford is on top of Sarah Butler.,Where is Sarah Butler?,underneath Sian Clifford,Underneath Sian Clifford.,True
Pasha D. Lychnikoff is in front of Camille Cottin.,Where is Camille Cottin?,behind Pasha D. Lychnikoff,Behind Pasha D. Lychnikoff.,True
Robert Loggia is right of Dan Schneider.,Where is Dan Schneider?,left of Robert Loggia,Left of Robert Loggia.,True
Susan Dey is left of Rachael Bella.,Where is Rachael Bella?,right of Susan Dey,Right of Susan Dey.,True
Wentworth Miller is on top of Juliette Lewis.,Where is Juliette Lewis?,underneath Wentworth Miller,Underneath Wentworth Miller.,True
Gong Yoo is underneath Tom Waits.,Where is Tom Waits?,on top of Gong Yoo,On top of Gong Yoo.,True
Alexis Denisof is left of Fisher Stevens.,Where is Fisher Stevens?,right of Alexis Denisof,Right of Alexis Denisof.,True
Joel Coen is on top of Ava Kai Hauser.,Where is Ava Kai Hauser?,underneath Joel Coen,Underneath Joel Coen.,True
John Larroquette is above Andrea Parker.,Where is Andrea Parker?,below John Larroquette,Underneath John Larroquette.,False
John Hannah is right of Scott Evans.,Where is Scott Evans?,left of John Hannah,Left of John Hannah.,True
Calli Taylor is left of James MacArthur.,Where is James MacArthur?,right of Calli Taylor,"Calli Taylor is left of James MacArthur.

James MacArthur is right of Calli Taylor.",True
Romy Rosemont is in front of Sheridan Smith.,Where is Sheridan Smith?,behind Romy Rosemont,Behind Romy Rosemont.,True
Jim Belushi is left of Libe Barer.,Where is Libe Barer?,right of Jim Belushi,Libe Barer is right of Jim Belushi.,True
Maureen McCormick is in front of Abigail Thaw.,Where is Abigail Thaw?,behind Maureen McCormick,Behind Maureen McCormick.,True
Rob Estes is behind Susan Hayward.,Where is Susan Hayward?,in front of Rob Estes,In front of Rob Estes.,True
Susan Blommaert is right of Skylar Gaertner.,Where is Skylar Gaertner?,left of Susan Blommaert,Skylar Gaertner is left of Susan Blommaert.,True
Larry Hagman is underneath Aidan Gillen.,Where is Aidan Gillen?,on top of Larry Hagman,On top of Larry Hagman.,True
Isabela Merced is behind Christopher Mintz-Plasse.,Where is Christopher Mintz-Plasse?,in front of Isabela Merced,In front of Isabela Merced.,True
Noah Galvin is on top of Himesh Patel.,Where is Himesh Patel?,underneath Noah Galvin,Underneath Noah Galvin.,True
Cobie Smulders is behind Jenny Wright.,Where is Jenny Wright?,in front of Cobie Smulders,In front of Cobie Smulders.,True
Katharine McPhee is below Jill Hennessy.,Where is Jill Hennessy?,above Katharine McPhee,Above Katharine McPhee.,True
Mickey Jones is in front of Hart Bochner.,Where is Hart Bochner?,behind Mickey Jones,Behind Mickey Jones.,True
Michael Massee is below Anthony Michael Hall.,Where is Anthony Michael Hall?,above Michael Massee,Above Michael Massee.,True
Sobhita Dhulipala is right of Phoebe Fox.,Where is Phoebe Fox?,left of Sobhita Dhulipala,Phoebe Fox is left of Sobhita Dhulipala.,True
Peter Cambor is above Kajol.,Where is Kajol?,below Peter Cambor,Underneath Peter Cambor.,False
Aimee Teegarden is left of Rick Famuyiwa.,Where is Rick Famuyiwa?,right of Aimee Teegarden,Right of Aimee Teegarden.,True
Jacob Gibson is in front of Robert Costanzo.,Where is Robert Costanzo?,behind Jacob Gibson,Behind Jacob Gibson.,True
Jay Roach is underneath Mike Batayeh.,Where is Mike Batayeh?,on top of Jay Roach,On top of Jay Roach.,True
Rosamund Pike is in front of Jake Busey.,Where is Jake Busey?,behind Rosamund Pike,Behind Rosamund Pike.,True
Chelah Horsdal is on top of Jonathan Taylor Thomas.,Where is Jonathan Taylor Thomas?,underneath Chelah Horsdal,Underneath Chelah Horsdal.,True
David Iacono is behind Gigi Rice.,Where is Gigi Rice?,in front of David Iacono,In front of David Iacono.,True
Danielle C. Ryan is behind Joshua John Miller.,Where is Joshua John Miller?,in front of Danielle C. Ryan,In front of Danielle C. Ryan.,True
Charles Ruggles is right of Brandon Call.,Where is Brandon Call?,left of Charles Ruggles,Left of Charles Ruggles.,True
Park Seo-joon is behind Ken Curtis.,Where is Ken Curtis?,in front of Park Seo-joon,In front of Park Seo-joon.,True
Sasha Roiz is above Linda Kozlowski.,Where is Linda Kozlowski?,below Sasha Roiz,Underneath Sasha Roiz.,False
Charlize Theron is above J.T. Walsh.,Where is J.T. Walsh?,below Charlize Theron,Underneath Charlize Theron.,False
Mark McKinney is in front of Céline Dion.,Where is Céline Dion?,behind Mark McKinney,Behind Mark McKinney.,True
Dwight Yoakam is above Peter Macon.,Where is Peter Macon?,below Dwight Yoakam,Underneath Dwight Yoakam.,False
Priscilla Barnes is left of Kevin Nash.,Where is Kevin Nash?,right of Priscilla Barnes,Right of Priscilla Barnes.,True
Denzel Washington is below Lola Tung.,Where is Lola Tung?,above Denzel Washington,Above Denzel Washington.,True
Adèle Exarchopoulos is in front of Andrew Gower.,Where is Andrew Gower?,behind Adèle Exarchopoulos,Behind Adèle Exarchopoulos.,True
Kristine Froseth is in front of Julia Davis.,Where is Julia Davis?,behind Kristine Froseth,Behind Kristine Froseth.,True
Leigh Taylor-Young is underneath Olivia DeJonge.,Where is Olivia DeJonge?,on top of Leigh Taylor-Young,On top of Leigh Taylor-Young.,True
Rainer Andreesen is right of Eugenio Derbez.,Where is Eugenio Derbez?,left of Rainer Andreesen,Left of Rainer Andreesen.,True
Danila Kozlovskiy is underneath Dabney Coleman.,Where is Dabney Coleman?,on top of Danila Kozlovskiy,On top of Danila Kozlovskiy.,True
Helen Hayes is below Catherine Hicks.,Where is Catherine Hicks?,above Helen Hayes,Above Helen Hayes.,True
George Miller is behind Larry David.,Where is Larry David?,in front of George Miller,In front of George Miller.,True
Bob Morley is on top of Elizabeth Hurley.,Where is Elizabeth Hurley?,underneath Bob Morley,Underneath Bob Morley.,True
Atticus Shaffer is left of Jenette Goldstein.,Where is Jenette Goldstein?,right of Atticus Shaffer,Jenette Goldstein is right of Atticus Shaffer.,True
Alexandra Roach is right of Faran Tahir.,Where is Faran Tahir?,left of Alexandra Roach,Left of Alexandra Roach.,True
Ric Roman Waugh is underneath Jonathan Banks.,Where is Jonathan Banks?,on top of Ric Roman Waugh,On top of Ric Roman Waugh.,True
Ajay Devgn is above Elizabeth Yu.,Where is Elizabeth Yu?,below Ajay Devgn,Underneath Ajay Devgn.,False
Mhairi Calvey is in front of Danny Strong.,Where is Danny Strong?,behind Mhairi Calvey,Behind Mhairi Calvey.,True
Jacki Weaver is behind Annabel Scholey.,Where is Annabel Scholey?,in front of Jacki Weaver,In front of Jacki Weaver.,True
Natascha McElhone is on top of Michael Shanks.,Where is Michael Shanks?,underneath Natascha McElhone,Underneath Natascha McElhone.,True
Phyllis Smith is above Charles Fleischer.,Where is Charles Fleischer?,below Phyllis Smith,Underneath Phyllis Smith.,False
Joe Piscopo is left of August Diehl.,Where is August Diehl?,right of Joe Piscopo,To the right of Joe Piscopo.,True
Sarah Butler is above Kevin Connolly.,Where is Kevin Connolly?,below Sarah Butler,Underneath Sarah Butler.,False
Kerri Green is above Malin Akerman.,Where is Malin Akerman?,below Kerri Green,Malin Akerman is below Kerri Green.,True
Danna Paola is on top of Susie Abromeit.,Where is Susie Abromeit?,underneath Danna Paola,Underneath Danna Paola.,True
G.W. Bailey is above Joseph Fiennes.,Where is Joseph Fiennes?,below G.W. Bailey,Underneath G.W. Bailey.,False
Katy Wix is underneath Lynda Carter.,Where is Lynda Carter?,on top of Katy Wix,On top of Katy Wix.,True
Jamie Hector is behind Brianna Brown.,Where is Brianna Brown?,in front of Jamie Hector,In front of Jamie Hector.,True
William R. Moses is above Tom Felton.,Where is Tom Felton?,below William R. Moses,Underneath William R. Moses.,False
Catherine O'Hara is underneath Henry Rollins.,Where is Henry Rollins?,on top of Catherine O'Hara,On top of Catherine O'Hara.,True
Adam Brody is left of Krista Kalmus.,Where is Krista Kalmus?,right of Adam Brody,Krista Kalmus is right of Adam Brody.,True
Nicole Beharie is right of Van Johnson.,Where is Van Johnson?,left of Nicole Beharie,Van Johnson is to the left of Nicole Beharie.,True
Vincent Pastore is underneath Chris Sarandon.,Where is Chris Sarandon?,on top of Vincent Pastore,On top of Vincent Pastore.,True
Michael Biehn is below Jessie Ennis.,Where is Jessie Ennis?,above Michael Biehn,Above Michael Biehn.,True
Charlie Kaufman is in front of Art Parkinson.,Where is Art Parkinson?,behind Charlie Kaufman,Behind Charlie Kaufman.,True
Sacha Baron Cohen is above Charlie Sheen.,Where is Charlie Sheen?,below Sacha Baron Cohen,Underneath Sacha Baron Cohen.,False
Nina Foch is below Taylor Hackford.,Where is Taylor Hackford?,above Nina Foch,Above Nina Foch.,True
Hafþór Júlíus Björnsson is below Peter Boyle.,Where is Peter Boyle?,above Hafþór Júlíus Björnsson,Above Hafþór Júlíus Björnsson.,True
Alexis Floyd is above Caroline Faber.,Where is Caroline Faber?,below Alexis Floyd,Caroline Faber is underneath Alexis Floyd.,False
Freddie Highmore is left of Lotte Verbeek.,Where is Lotte Verbeek?,right of Freddie Highmore,Lotte Verbeek is right of Freddie Highmore.,True
Stana Katic is left of Brenda Fricker.,Where is Brenda Fricker?,right of Stana Katic,Brenda Fricker is right of Stana Katic.,True
Gates McFadden is right of Edward Fox.,Where is Edward Fox?,left of Gates McFadden,Left of Gates McFadden.,True
Ian Alexander is in front of Zoe McLellan.,Where is Zoe McLellan?,behind Ian Alexander,Behind Ian Alexander.,True
Beth Broderick is behind Jackie Swanson.,Where is Jackie Swanson?,in front of Beth Broderick,In front of Beth Broderick.,True
Eleanor Worthington-Cox is underneath Ciarán Hinds.,Where is Ciarán Hinds?,on top of Eleanor Worthington-Cox,On top of Eleanor Worthington-Cox.,True
Halina Reijn is on top of Georgina Reilly.,Where is Georgina Reilly?,underneath Halina Reijn,Underneath Halina Reijn.,True
Wentworth Miller is above Paul Thomas Anderson.,Where is Paul Thomas Anderson?,below Wentworth Miller,Underneath Wentworth Miller.,False
Kelley Jakle is underneath Matt Dillon.,Where is Matt Dillon?,on top of Kelley Jakle,On top of Kelley Jakle.,True
Hanna Hall is left of Madeline Smith.,Where is Madeline Smith?,right of Hanna Hall,Madeline Smith is right of Hanna Hall.,True
Bethany C. Meyers is in front of Marita Geraghty.,Where is Marita Geraghty?,behind Bethany C. Meyers,Behind Bethany C. Meyers.,True
Keith Gordon is left of Peter Billingsley.,Where is Peter Billingsley?,right of Keith Gordon,To the right of Keith Gordon.,True
Jorja Fox is left of Cameron Diaz.,Where is Cameron Diaz?,right of Jorja Fox,Cameron Diaz is right of Jorja Fox.,True
Joanne Froggatt is on top of Meadow Walker.,Where is Meadow Walker?,underneath Joanne Froggatt,Underneath Joanne Froggatt.,True
Vincent Van Patten is above Denis Ménochet.,Where is Denis Ménochet?,below Vincent Van Patten,Underneath Vincent Van Patten.,False
Renée Zellweger is on top of Jerry Lewis.,Where is Jerry Lewis?,underneath Renée Zellweger,Underneath Renée Zellweger.,True
Matt Barr is left of Jennifer Ehle.,Where is Jennifer Ehle?,right of Matt Barr,Jennifer Ehle is right of Matt Barr.,True
Alisan Porter is in front of Patty Guggenheim.,Where is Patty Guggenheim?,behind Alisan Porter,Behind Alisan Porter.,True
Marina Squerciati is on top of Jimmy Bennett.,Where is Jimmy Bennett?,underneath Marina Squerciati,Underneath Marina Squerciati.,True
Terry Notary is above Robert Lansing.,Where is Robert Lansing?,below Terry Notary,Underneath Terry Notary.,False
Dar Salim is above Ahsen Eroglu.,Where is Ahsen Eroglu?,below Dar Salim,Underneath Dar Salim.,False
Lyliana Wray is below Mandy Moore.,Where is Mandy Moore?,above Lyliana Wray,Above Lyliana Wray.,True
Tori Kelly is in front of Alexander Ludwig.,Where is Alexander Ludwig?,behind Tori Kelly,Behind Tori Kelly.,True
Spencer Tracy is behind Sanjeev Bhaskar.,Where is Sanjeev Bhaskar?,in front of Spencer Tracy,In front of Spencer Tracy.,True
Cécile de France is underneath Matilda Anna Ingrid Lutz.,Where is Matilda Anna Ingrid Lutz?,on top of Cécile de France,On top of Cécile de France.,True
Larenz Tate is in front of Lyna Khoudri.,Where is Lyna Khoudri?,behind Larenz Tate,Behind Larenz Tate.,True
Rong Fu is underneath Ivana Baquero.,Where is Ivana Baquero?,on top of Rong Fu,On top of Rong Fu.,True
Rainn Wilson is left of John Lithgow.,Where is John Lithgow?,right of Rainn Wilson,To the right of Rainn Wilson.,True
Ellen Burstyn is left of Gabriel Damon.,Where is Gabriel Damon?,right of Ellen Burstyn,Right of Ellen Burstyn.,True
Michael Graziadei is below Emily Beecham.,Where is Emily Beecham?,above Michael Graziadei,Emily Beecham is above Michael Graziadei.,True
Bryce Papenbrook is right of Trine Dyrholm.,Where is Trine Dyrholm?,left of Bryce Papenbrook,Trine Dyrholm is left of Bryce Papenbrook.,True
Scott McCord is left of Cree.,Where is Cree?,right of Scott McCord,Cree is right of Scott McCord.,True
Martin Ferrero is on top of Virginia Mayo.,Where is Virginia Mayo?,underneath Martin Ferrero,Underneath Martin Ferrero.,True
Richard Harrington is right of Brigitte Kingsley.,Where is Brigitte Kingsley?,left of Richard Harrington,Brigitte Kingsley is left of Richard Harrington.,True
Zosia Mamet is below Jack Palance.,Where is Jack Palance?,above Zosia Mamet,Above Zosia Mamet.,True
Glenn Shadix is underneath Madlyn Rhue.,Where is Madlyn Rhue?,on top of Glenn Shadix,On top of Glenn Shadix.,True
Ben Stiller is right of Bert Kreischer.,Where is Bert Kreischer?,left of Ben Stiller,Left of Ben Stiller.,True
Elisabeth Hower is right of Charlie Weber.,Where is Charlie Weber?,left of Elisabeth Hower,Left of Elisabeth Hower.,True
Claudia Black is below Marisa Tomei.,Where is Marisa Tomei?,above Claudia Black,Above Claudia Black.,True
Ine Marie Wilmann is in front of Dan O'Herlihy.,Where is Dan O'Herlihy?,behind Ine Marie Wilmann,Behind Ine Marie Wilmann.,True
Michael DeLuise is left of Alimi Ballard.,Where is Alimi Ballard?,right of Michael DeLuise,Alimi Ballard is right of Michael DeLuise.,True
Rodney Dangerfield is on top of Madison Davenport.,Where is Madison Davenport?,underneath Rodney Dangerfield,Underneath Rodney Dangerfield.,True
Josh Hopkins is in front of Morgan Lily.,Where is Morgan Lily?,behind Josh Hopkins,Behind Josh Hopkins.,True
Yannick Bisson is underneath Stephen McHattie.,Where is Stephen McHattie?,on top of Yannick Bisson,On top of Yannick Bisson.,True
Maitreyi Ramakrishnan is in front of Cara Gee.,Where is Cara Gee?,behind Maitreyi Ramakrishnan,Behind Maitreyi Ramakrishnan.,True
Sally Struthers is behind Tony Goldwyn.,Where is Tony Goldwyn?,in front of Sally Struthers,In front of Sally Struthers.,True
Robert Altman is below Luke Perry.,Where is Luke Perry?,above Robert Altman,Above Robert Altman.,True
Ricardo Montalban is right of Jennifer Grant.,Where is Jennifer Grant?,left of Ricardo Montalban,Jennifer Grant is left of Ricardo Montalban.,True
Mini Anden is behind Rupert Evans.,Where is Rupert Evans?,in front of Mini Anden,In front of Mini Anden.,True
Matthew Rhys is below Emma Ferreira.,Where is Emma Ferreira?,above Matthew Rhys,Above Matthew Rhys.,True
Hermione Norris is in front of Rory Kinnear.,Where is Rory Kinnear?,behind Hermione Norris,Behind Hermione Norris.,True
Song Kang-ho is in front of Helen Shaver.,Where is Helen Shaver?,behind Song Kang-ho,Behind Song Kang-ho.,True
Eric Petersen is on top of Mark Gatiss.,Where is Mark Gatiss?,underneath Eric Petersen,Underneath Eric Petersen.,True
Alexandra Wentworth is on top of Natalie Krill.,Where is Natalie Krill?,underneath Alexandra Wentworth,Underneath Alexandra Wentworth.,True
Sandra Dee is above Jamie McShane.,Where is Jamie McShane?,below Sandra Dee,Jamie McShane is below Sandra Dee.,True
Brigitte Kingsley is right of Taylour Paige.,Where is Taylour Paige?,left of Brigitte Kingsley,Taylour Paige is left of Brigitte Kingsley.,True
Mason Alexander Park is underneath Jeremy Irons.,Where is Jeremy Irons?,on top of Mason Alexander Park,On top of Mason Alexander Park.,True
Jemima Rooper is behind Emily Swallow.,Where is Emily Swallow?,in front of Jemima Rooper,In front of Jemima Rooper.,True
